timestamp,open,high,low,close,volume,trade_count,vwap
2018-01-02 05:00:00+00:00,188.52,188.98,186.9,186.94,926200,9121,187.826372
2018-01-03 05:00:00+00:00,187.65,191.82,187.58,191.66,646743,7191,190.5977
2018-01-04 05:00:00+00:00,197.28,202.265,197.01,197.29,1539521,13029,198.844948
2018-01-05 05:00:00+00:00,198.21,201.97,197.73,200.3,1158628,10768,200.202428
2018-01-08 05:00:00+00:00,200.14,203.74,198.675,203.61,1068301,8641,201.639349
2018-01-09 05:00:00+00:00,204.48,207.52,203.13,206.71,1159025,13389,206.16362
2018-01-10 05:00:00+00:00,200.0,201.2,196.18,200.09,2404813,21952,198.48535
2018-01-11 05:00:00+00:00,201.04,209.92,201.04,209.85,1464964,13240,207.30363
2018-01-12 05:00:00+00:00,209.86,212.79,209.21,211.15,1015714,12277,211.102566
2018-01-16 05:00:00+00:00,213.95,213.95,208.7926,209.29,1104914,9968,209.88974
2018-01-17 05:00:00+00:00,209.29,209.7,207.29,207.89,836723,9538,208.035374
2018-01-18 05:00:00+00:00,208.0,210.985,207.51,210.91,769321,8389,210.160535
2018-01-19 05:00:00+00:00,211.47,214.97,211.25,213.54,615679,6959,213.188998
2018-01-22 05:00:00+00:00,213.47,216.29,211.88,216.29,840325,9515,214.437813
2018-01-23 05:00:00+00:00,216.29,221.65,215.98,219.57,1145383,12790,219.382542
2018-01-24 05:00:00+00:00,220.05,220.7,217.52,218.72,836049,9023,218.985844
2018-01-25 05:00:00+00:00,220.9,221.915,218.9,219.33,762278,8209,220.3652
2018-01-26 05:00:00+00:00,219.33,219.64,215.2535,216.78,765979,8437,217.662899
2018-01-29 05:00:00+00:00,215.7,218.67,214.5501,215.33,705373,8988,215.625562
2018-01-30 05:00:00+00:00,214.02,216.51,213.45,215.95,617721,8230,215.45868
2018-01-31 05:00:00+00:00,216.81,218.0,215.22,216.85,699257,7716,216.565167
2018-02-01 05:00:00+00:00,215.7,219.52,215.7,218.67,687194,7124,218.441184
2018-02-02 05:00:00+00:00,217.13,218.88,214.11,214.38,784330,8989,216.413292
2018-02-05 05:00:00+00:00,210.39,215.38,205.73,208.02,946834,11057,210.948078
2018-02-06 05:00:00+00:00,202.15,210.84,200.51,208.46,1396607,14460,207.493321
2018-02-07 05:00:00+00:00,207.83,213.11,207.68,211.31,884521,10887,210.64673
2018-02-08 05:00:00+00:00,210.65,210.75,198.51,198.57,1449964,16604,203.330031
2018-02-09 05:00:00+00:00,200.28,207.55,199.0,206.09,1228451,14951,202.395054
2018-02-12 05:00:00+00:00,208.41,212.735,206.02,211.87,943140,10789,210.401159
2018-02-13 05:00:00+00:00,211.06,212.94,203.4,208.0,1277869,13407,207.44795
2018-02-14 05:00:00+00:00,207.57,210.77,205.51,209.78,918306,10887,209.105616
2018-02-15 05:00:00+00:00,212.3,219.73,212.08,217.7,1398979,15680,217.115803
2018-02-16 05:00:00+00:00,218.0,221.9,214.48,220.74,1397075,15903,220.116098
2018-02-20 05:00:00+00:00,215.5,227.1025,208.22,221.49,4770099,41875,218.698252
2018-02-21 05:00:00+00:00,222.15,236.0,221.76,230.53,3410879,33377,228.253974
2018-02-22 05:00:00+00:00,230.0,230.25,224.202,227.0,1791477,16007,227.439773
