timestamp,open,high,low,close,volume,trade_count,vwap
2018-01-02 05:00:00+00:00,57.81,58.21,57.48,57.63,7215978,45129,57.730484
2018-01-03 05:00:00+00:00,57.93,58.96,57.8,58.71,7478381,49682,58.623557
2018-01-04 05:00:00+00:00,58.99,59.41,58.73,58.93,5776904,40768,58.991696
2018-01-05 05:00:00+00:00,59.25,59.69,59.07,59.61,6066995,38769,59.433458
2018-01-08 05:00:00+00:00,59.48,59.67,58.56,59.31,6335782,37612,59.121851
2018-01-09 05:00:00+00:00,59.37,59.47,58.86,59.18,5233353,36857,59.183135
2018-01-10 05:00:00+00:00,59.25,60.13,58.855,59.82,8656495,52164,59.791368
2018-01-11 05:00:00+00:00,59.86,60.02,59.4541,60.0,5838095,37221,59.748164
2018-01-12 05:00:00+00:00,60.13,60.51,59.65,60.4,6989075,44401,60.279406
2018-01-16 05:00:00+00:00,60.4,61.1,60.3,60.56,8040748,52235,60.676284
2018-01-17 05:00:00+00:00,61.0,61.33,60.52,60.66,8433771,52961,60.860991
2018-01-18 05:00:00+00:00,61.22,61.44,60.735,61.09,9171703,50156,61.134479
2018-01-19 05:00:00+00:00,61.21,61.46,60.95,61.26,8361853,47909,61.241431
2018-01-22 05:00:00+00:00,61.07,61.47,60.77,61.41,11946183,50415,61.216773
2018-01-23 05:00:00+00:00,61.32,61.91,61.14,61.69,10834054,60845,61.662933
2018-01-24 05:00:00+00:00,61.51,61.94,60.2326,60.83,11924367,76936,60.942676
2018-01-25 05:00:00+00:00,61.09,61.2,60.4,60.55,16225618,85394,60.225902
2018-01-26 05:00:00+00:00,57.9,58.17,56.55,57.99,51851690,233189,57.549048
2018-01-29 05:00:00+00:00,57.55,58.35,56.91,57.02,18900067,106291,57.295774
2018-01-30 05:00:00+00:00,56.86,57.54,56.74,57.19,14441305,85221,57.174154
2018-01-31 05:00:00+00:00,57.23,57.45,56.7,56.81,13118364,74717,57.037462
2018-02-01 05:00:00+00:00,56.28,56.42,55.89,56.0,14690153,83114,56.128554
2018-02-02 05:00:00+00:00,55.8,56.32,55.7,55.77,15359504,82549,55.897303
2018-02-05 05:00:00+00:00,55.53,56.26,54.57,54.69,16059429,114799,55.412045
2018-02-06 05:00:00+00:00,53.84,56.06,53.56,55.61,17415065,129425,55.030131
2018-02-07 05:00:00+00:00,55.08,55.43,54.44,54.46,13927022,90885,54.862345
2018-02-08 05:00:00+00:00,54.5,54.789,53.75,53.77,17428072,118061,54.312602
2018-02-09 05:00:00+00:00,54.2,55.06,53.65,54.58,19405592,137343,54.418958
2018-02-12 05:00:00+00:00,54.85,55.73,54.55,55.38,10968956,72478,55.253986
2018-02-13 05:00:00+00:00,55.25,55.72,55.02,55.67,10416585,50796,55.452119
2018-02-14 05:00:00+00:00,55.47,56.7,55.29,55.99,14190323,79616,56.099053
2018-02-15 05:00:00+00:00,56.36,56.83,55.9,56.58,10295562,60895,56.405627
2018-02-16 05:00:00+00:00,56.65,57.05,56.34,56.48,10151732,58977,56.611336
2018-02-20 05:00:00+00:00,56.29,56.54,55.83,55.97,9454935,55724,56.088809
2018-02-21 05:00:00+00:00,55.93,56.74,55.86,56.1,7850950,55225,56.245905
2018-02-22 05:00:00+00:00,55.95,56.14,55.26,55.4,10172399,66038,55.607554
2018-02-23 05:00:00+00:00,55.65,56.15,54.8,56.14,11394350,66209,55.590793
2018-02-26 05:00:00+00:00,56.42,57.35,56.32,57.17,8713847,56576,56.998721
2018-02-27 05:00:00+00:00,57.29,57.64,56.56,56.57,8828914,60203,56.914492
2018-02-28 05:00:00+00:00,56.84,57.92,56.83,57.1,11541059,68331,57.447285
2018-03-01 05:00:00+00:00,57.0,57.56,55.83,56.17,11127627,82828,56.464024
2018-03-02 05:00:00+00:00,55.72,57.2,55.6805,56.93,11554622,73657,56.758249
2018-03-05 05:00:00+00:00,56.83,57.42,56.68,56.99,7852650,51449,57.112656
2018-03-06 05:00:00+00:00,57.25,57.25,56.54,57.03,8046794,56931,56.893083
2018-03-07 05:00:00+00:00,56.8,57.165,56.62,57.03,7044099,46716,56.976398
2018-03-08 05:00:00+00:00,57.29,57.8,57.13,57.47,7746985,42246,57.466611
2018-03-09 05:00:00+00:00,57.82,58.63,57.67,58.46,9539617,57786,58.356274
2018-03-12 04:00:00+00:00,58.5,59.68,58.48,59.4,10550283,65268,59.374462
2018-03-13 04:00:00+00:00,59.65,60.7,58.89,59.05,10428475,71863,59.667503
2018-03-14 04:00:00+00:00,59.28,59.72,58.705,58.83,6488531,45711,59.049713
2018-03-15 04:00:00+00:00,58.93,60.07,58.82,59.37,7377036,52139,59.630463
2018-03-16 04:00:00+00:00,59.55,59.65,58.94,59.0,13053321,48872,59.123748
2018-03-19 04:00:00+00:00,58.7,58.85,57.8,58.3,9352072,60328,58.277005
2018-03-20 04:00:00+00:00,58.45,58.98,58.45,58.66,5888445,38867,58.748683
2018-03-21 04:00:00+00:00,58.75,59.55,58.39,58.47,6569109,43771,58.769027
2018-03-22 04:00:00+00:00,58.16,58.72,57.75,57.77,6846463,52430,58.189884
2018-03-23 04:00:00+00:00,57.78,58.07,56.31,56.31,9476829,64547,56.843277
2018-03-26 04:00:00+00:00,56.96,58.0,56.55,57.8,8444852,55261,57.458804
2018-03-27 04:00:00+00:00,58.1,58.5,57.14,57.46,7562958,60887,57.791436
2018-03-28 04:00:00+00:00,57.5,58.1,57.22,57.9,9302397,69399,57.784321
2018-03-29 04:00:00+00:00,57.26,58.14,56.83,57.89,12027820,68274,57.616352
2018-04-02 04:00:00+00:00,57.59,57.73,55.38,56.24,16799829,92809,56.281939
2018-04-03 04:00:00+00:00,56.55,58.045,56.445,58.0,10908217,68743,57.542752
2018-04-04 04:00:00+00:00,57.25,58.97,57.21,58.83,7893065,52255,58.29574
2018-04-05 04:00:00+00:00,59.0,59.27,58.855,59.14,6305051,42326,59.079151
2018-04-06 04:00:00+00:00,58.78,59.135,58.09,58.34,8264580,53872,58.547305
2018-04-09 04:00:00+00:00,58.58,59.37,58.42,58.7,8023433,45997,58.894659
2018-04-10 04:00:00+00:00,59.11,59.49,58.87,59.41,6671853,45418,59.273525
2018-04-11 04:00:00+00:00,59.19,59.71,59.0,59.42,5508027,38119,59.444869
2018-04-12 04:00:00+00:00,59.66,60.12,59.42,59.43,6088347,37238,59.69124
2018-04-13 04:00:00+00:00,59.0,59.55,58.96,59.24,6690596,45672,59.191962
2018-04-16 04:00:00+00:00,59.13,59.69,58.84,59.43,6119671,42387,59.400368
2018-04-17 04:00:00+00:00,59.67,60.0,59.4,59.83,6140385,41501,59.847472
2018-04-18 04:00:00+00:00,59.73,59.83,59.44,59.5,5915228,43123,59.603127
2018-04-19 04:00:00+00:00,59.42,59.49,58.73,59.22,6280126,40850,59.063818
2018-04-20 04:00:00+00:00,59.03,59.18,57.795,58.0,12042862,62881,58.292699
2018-04-23 04:00:00+00:00,58.04,58.73,57.69,58.16,8444436,54876,58.199025
2018-04-24 04:00:00+00:00,58.48,58.66,57.65,57.81,7793565,57311,58.041748
2018-04-25 04:00:00+00:00,57.86,58.27,57.29,57.71,8365152,48673,57.789642
2018-04-26 04:00:00+00:00,58.11,60.18,57.85,59.38,14574626,85838,59.301356
2018-04-27 04:00:00+00:00,58.07,58.98,57.5,58.36,11975153,75165,58.277126
2018-04-30 04:00:00+00:00,58.39,58.51,57.46,57.57,7856191,49900,57.771569
2018-05-01 04:00:00+00:00,57.67,58.25,57.44,58.13,7257465,51612,57.92343
2018-05-02 04:00:00+00:00,58.06,58.09,56.53,56.7,7299122,46612,57.030274
2018-05-03 04:00:00+00:00,56.52,56.57,55.54,56.13,7152390,51367,55.981589
2018-05-04 04:00:00+00:00,56.54,57.93,56.49,57.68,9279180,58979,57.492401
2018-05-07 04:00:00+00:00,59.0,59.04,57.2748,57.45,10662894,61113,57.761283
2018-05-08 04:00:00+00:00,57.45,57.71,57.001,57.67,7234031,46852,57.371626
2018-05-09 04:00:00+00:00,57.43,57.62,56.79,57.04,7015334,43446,57.131615
2018-05-10 04:00:00+00:00,57.22,57.7,57.02,57.65,6570825,36212,57.416
2018-05-11 04:00:00+00:00,57.72,57.86,57.07,57.27,5843869,39691,57.334366
2018-05-14 04:00:00+00:00,57.36,57.51,56.99,57.13,5871783,39273,57.162712
2018-05-15 04:00:00+00:00,57.0,57.1,56.35,56.64,7416574,48283,56.644669
2018-05-16 04:00:00+00:00,56.83,57.325,56.79,57.15,4843941,32625,57.137349
2018-05-17 04:00:00+00:00,57.2,57.35,56.98,57.2,6112185,34156,57.170925
2018-05-18 04:00:00+00:00,57.27,57.39,56.86,57.16,7889597,40130,57.156785
2018-05-21 04:00:00+00:00,57.4,57.82,57.2605,57.34,5379291,32205,57.486454
2018-05-22 04:00:00+00:00,57.5,57.62,56.91,56.96,5355604,33622,57.097441
2018-05-23 04:00:00+00:00,56.8,57.57,56.76,57.49,5339949,34400,57.350044
2018-05-24 04:00:00+00:00,57.44,57.74,57.115,57.68,5681592,38771,57.482089
2018-05-25 04:00:00+00:00,57.68,58.38,57.58,57.92,6784076,39536,58.034937
2018-05-29 04:00:00+00:00,57.63,57.88,57.01,57.23,6475865,43385,57.342694
2018-05-30 04:00:00+00:00,57.44,57.66,57.15,57.48,5762434,37365,57.457545
2018-05-31 04:00:00+00:00,57.36,57.4658,56.55,56.67,9433042,51360,56.766881
2018-06-01 04:00:00+00:00,56.84,57.03,56.6068,56.91,4967739,35918,56.87592
2018-06-04 04:00:00+00:00,57.1,57.2,56.8,57.07,7484072,41239,56.985344
2018-06-05 04:00:00+00:00,56.6,56.7,55.28,55.68,18307259,104739,55.756292
2018-06-06 04:00:00+00:00,55.77,57.18,55.62,57.17,13732929,70893,56.743975
2018-06-07 04:00:00+00:00,57.26,57.94,57.09,57.14,7921442,53925,57.339606
2018-06-08 04:00:00+00:00,56.92,57.06,56.52,56.6,8433528,51119,56.749687
2018-06-11 04:00:00+00:00,56.61,56.74,56.27,56.48,7185974,43609,56.509019
2018-06-12 04:00:00+00:00,56.72,56.9,56.3,56.48,8249711,50727,56.579454
2018-06-13 04:00:00+00:00,56.51,56.7,56.18,56.21,8283308,49983,56.365582
2018-06-14 04:00:00+00:00,56.46,57.07,56.31,57.02,11049707,61191,56.810259
2018-06-15 04:00:00+00:00,57.04,57.21,56.459,57.11,12408270,43520,57.006865
2018-06-18 04:00:00+00:00,56.77,57.32,56.105,57.22,9676910,58006,56.978929
2018-06-19 04:00:00+00:00,56.7,57.5,56.34,57.43,9965474,59633,56.824998
2018-06-20 04:00:00+00:00,54.86,55.01,51.58,52.22,62091196,323820,52.899256
2018-06-21 04:00:00+00:00,52.29,52.63,50.36,50.62,30872120,157960,51.029303
2018-06-22 04:00:00+00:00,51.0,51.72,50.82,51.24,24517764,123137,51.294838
2018-06-25 04:00:00+00:00,51.19,51.4366,50.21,50.66,15579346,96787,50.581067
2018-06-26 04:00:00+00:00,50.51,50.63,50.11,50.38,12935529,79669,50.394074
2018-06-27 04:00:00+00:00,50.52,50.53,49.84,49.84,14576867,92164,50.177406
2018-06-28 04:00:00+00:00,49.4,49.5,47.37,48.54,33291274,174579,48.20516
2018-06-29 04:00:00+00:00,48.18,49.26,48.08,48.85,17413834,96854,48.856689
2018-07-02 04:00:00+00:00,48.69,49.1,48.5468,49.06,9870932,73054,48.854212
2018-07-03 04:00:00+00:00,49.15,49.3,48.76,48.77,7517541,47115,49.011771
2018-07-05 04:00:00+00:00,48.98,49.03,48.4,48.61,9636296,66299,48.646661
2018-07-06 04:00:00+00:00,48.91,49.19,48.58,48.98,10713984,64549,48.989397
2018-07-09 04:00:00+00:00,49.22,50.05,49.21,49.9,12811694,70327,49.826563
2018-07-10 04:00:00+00:00,50.13,50.51,49.9645,50.42,9038021,57759,50.352767
2018-07-11 04:00:00+00:00,50.21,50.475,50.02,50.14,9742401,63837,50.200043
2018-07-12 04:00:00+00:00,50.47,50.656,50.2,50.25,9339200,56657,50.387324
2018-07-13 04:00:00+00:00,50.45,51.65,50.26,51.62,21720110,92133,51.301164
2018-07-16 04:00:00+00:00,51.43,51.55,50.69,50.94,16977242,76559,50.957993
2018-07-17 04:00:00+00:00,50.8,51.3,50.6,51.28,11421330,65943,51.152487
2018-07-18 04:00:00+00:00,51.28,51.6185,51.0,51.15,13551480,76122,51.22554
2018-07-19 04:00:00+00:00,51.11,51.49,51.0,51.34,11485016,61843,51.303774
2018-07-20 04:00:00+00:00,51.18,51.2425,50.75,50.91,11033501,52675,51.005883
2018-07-23 04:00:00+00:00,50.89,51.27,50.76,51.19,8409832,47171,51.103616
2018-07-24 04:00:00+00:00,51.28,51.7198,51.06,51.17,9921586,61539,51.329274
2018-07-25 04:00:00+00:00,51.01,51.72,51.01,51.62,11372917,65805,51.564283
2018-07-26 04:00:00+00:00,51.72,51.84,51.34,51.45,11129990,70535,51.536385
2018-07-27 04:00:00+00:00,51.5,52.6,50.2101,52.15,15770270,94474,51.882963
2018-07-30 04:00:00+00:00,52.24,52.845,51.76,51.9,14448359,64969,52.025057
