timestamp,open,high,low,close,volume,trade_count,vwap
2018-01-02 05:00:00+00:00,67.2,67.26,66.6,66.75,2784023,21794,66.875059
2018-01-03 05:00:00+00:00,66.74,67.13,66.06,66.9,2808203,21675,66.646724
2018-01-04 05:00:00+00:00,66.9,67.11,66.46,66.85,3052959,22212,66.761567
2018-01-05 05:00:00+00:00,67.0,67.1199,66.2,66.3,3793966,22308,66.370431
2018-01-08 05:00:00+00:00,66.25,66.3,65.95,66.05,2027088,15264,66.097258
2018-01-09 05:00:00+00:00,67.17,68.02,66.88,67.63,3470382,26281,67.565681
2018-01-10 05:00:00+00:00,68.07,68.88,67.87,67.95,3331964,27473,68.314801
2018-01-11 05:00:00+00:00,68.84,69.14,68.15,68.8,2632449,21746,68.635848
2018-01-12 05:00:00+00:00,68.98,69.72,68.81,69.69,3243963,24455,69.442891
2018-01-16 05:00:00+00:00,69.59,69.73,68.21,68.52,3664020,26075,68.812043
2018-01-17 05:00:00+00:00,68.59,69.6,68.44,69.45,3299540,25184,69.252233
2018-01-18 05:00:00+00:00,69.56,69.64,68.85,69.02,2491022,19623,69.157786
2018-01-19 05:00:00+00:00,69.33,69.52,68.33,68.56,4097353,24443,68.804943
2018-01-22 05:00:00+00:00,68.65,68.9,68.05,68.86,3752559,26527,68.494324
2018-01-23 05:00:00+00:00,68.77,69.58,68.43,68.51,4189863,32331,68.906492
2018-01-24 05:00:00+00:00,69.38,71.49,68.9,71.17,6755835,47084,70.688672
2018-01-25 05:00:00+00:00,71.17,71.33,70.38,70.76,2863815,22551,70.732882
2018-01-26 05:00:00+00:00,71.01,71.665,70.71,71.65,2811762,21444,71.285626
2018-01-29 05:00:00+00:00,71.44,72.1,71.215,71.94,3510202,26092,71.78874
2018-01-30 05:00:00+00:00,71.73,72.7,71.63,71.79,3495956,28367,72.130818
2018-01-31 05:00:00+00:00,71.81,72.17,71.44,71.61,3634628,27200,71.717561
2018-02-01 05:00:00+00:00,71.89,72.29,70.93,71.11,2658066,20386,71.561103
2018-02-02 05:00:00+00:00,71.0,71.49,69.75,69.95,2577684,21917,70.376191
2018-02-05 05:00:00+00:00,69.67,70.47,67.92,68.04,3518195,30531,69.1458
2018-02-06 05:00:00+00:00,67.43,69.45,66.77,69.27,4484267,40007,68.352615
2018-02-07 05:00:00+00:00,68.61,69.954,68.38,69.12,3188572,26944,69.273826
2018-02-08 05:00:00+00:00,69.53,69.6,66.75,66.76,3683577,31623,68.013197
2018-02-09 05:00:00+00:00,67.3,67.62,64.801,67.07,5195548,40758,66.420138
2018-02-12 05:00:00+00:00,67.77,68.95,67.56,68.77,3145990,27226,68.385003
2018-02-13 05:00:00+00:00,68.56,69.07,68.23,68.75,2052355,18362,68.691302
2018-02-14 05:00:00+00:00,68.27,70.07,68.09,69.92,2740154,23866,69.391598
2018-02-15 05:00:00+00:00,69.92,70.09,69.19,69.6,2499698,20053,69.624728
2018-02-16 05:00:00+00:00,69.2,69.89,68.55,69.5,2286282,19858,69.405583
2018-02-20 05:00:00+00:00,69.37,69.98,69.04,69.45,1869443,16519,69.48973
2018-02-21 05:00:00+00:00,69.97,70.56,69.51,69.58,2914441,23849,69.936792
2018-02-22 05:00:00+00:00,69.34,69.34,68.09,68.2,2492649,20274,68.523311
2018-02-23 05:00:00+00:00,68.43,68.78,68.23,68.76,2042106,15395,68.506018
2018-02-26 05:00:00+00:00,68.77,68.98,68.5,68.64,1643947,13714,68.720479
2018-02-27 05:00:00+00:00,68.74,68.8,67.48,67.49,3027690,25670,68.036445
2018-02-28 05:00:00+00:00,67.88,68.09,66.9,66.91,3181966,20551,67.382558
2018-03-01 05:00:00+00:00,66.65,67.3,65.67,65.98,2797450,26450,66.304098
2018-03-02 05:00:00+00:00,65.71,65.79,64.52,64.97,3749460,31993,64.971605
2018-03-05 05:00:00+00:00,65.06,65.85,64.815,65.19,3432570,26820,65.220894
2018-03-06 05:00:00+00:00,65.55,66.15,65.1,66.15,2972082,24275,65.695275
2018-03-07 05:00:00+00:00,65.84,66.08,65.13,66.01,2245902,17730,65.708394
2018-03-08 05:00:00+00:00,66.45,66.97,66.38,66.73,2369389,17634,66.72087
2018-03-09 05:00:00+00:00,67.05,67.51,66.72,67.47,2700117,19200,67.304167
2018-03-12 04:00:00+00:00,67.58,67.75,67.12,67.36,1926963,15063,67.412871
2018-03-13 04:00:00+00:00,67.71,68.295,67.44,67.57,2227674,19131,67.88232
2018-03-14 04:00:00+00:00,67.73,67.73,66.78,66.96,2151713,17715,67.083264
2018-03-15 04:00:00+00:00,67.15,67.335,66.6808,66.73,2910869,17163,66.927666
2018-03-16 04:00:00+00:00,66.88,67.07,66.3299,66.91,3961465,21274,66.821368
2018-03-19 04:00:00+00:00,67.17,68.0,66.98,67.63,3477101,26682,67.570614
2018-03-20 04:00:00+00:00,68.01,68.95,67.71,67.85,4205003,29971,68.088471
2018-03-21 04:00:00+00:00,67.88,68.15,66.82,67.06,4586254,34873,67.311227
2018-03-22 04:00:00+00:00,68.7,69.11,65.97,66.2,6151045,43479,67.20786
2018-03-23 04:00:00+00:00,67.45,67.5,64.41,64.41,5609524,39367,65.320512
2018-03-26 04:00:00+00:00,65.05,65.83,64.495,65.8,4491046,32259,65.21694
2018-03-27 04:00:00+00:00,66.08,66.89,65.26,65.73,4917070,30991,66.019692
2018-03-28 04:00:00+00:00,65.77,66.15,64.25,64.64,5391099,40529,64.821411
2018-03-29 04:00:00+00:00,64.82,65.95,64.43,65.58,3716254,30927,65.4125
2018-04-02 04:00:00+00:00,65.68,65.92,63.65,64.62,4023550,33263,64.49717
2018-04-03 04:00:00+00:00,64.95,65.05,64.0,64.49,3023561,23648,64.443711
2018-04-04 04:00:00+00:00,64.08,65.06,63.78,64.98,3329762,27522,64.601416
